Sales Person,Geo,Product,Date,Amount,Boxes
SP12,G5,P04,2023-02-05,17843,1190
SP09,G1,P03,2023-02-05,1491,68
SP23,G6,P11,2023-02-05,4907,164
SP20,G2,P09,2023-02-05,11452,1273
SP17,G5,P14,2023-02-05,7301,812
SP06,G5,P12,2023-02-05,1708,122
SP16,G2,P10,2023-02-05,6013,215
SP12,G2,P12,2023-02-05,3654,261
SP18,G1,P19,2023-02-05,13279,1660
SP21,G1,P18,2023-02-05,8554,276
SP11,G3,P14,2023-02-05,8554,713
SP24,G6,P10,2023-02-05,14,1
SP19,G6,P03,2023-02-05,2156,114
SP13,G6,P20,2023-02-06,3605,181
SP25,G5,P10,2023-02-06,3668,142
SP06,G6,P06,2023-02-06,6909,329
SP19,G2,P15,2023-02-06,7434,744
SP11,G4,P20,2023-02-06,2030,127
SP23,G6,P15,2023-02-06,12201,763
SP09,G5,P01,2023-02-06,5075,203
SP15,G4,P20,2023-02-06,9478,527
SP14,G5,P15,2023-02-06,4774,597
SP03,G2,P01,2023-02-06,7413,323
SP20,G6,P15,2023-02-06,5950,744
SP01,G3,P01,2023-02-06,4592,192
SP17,G3,P13,2023-02-06,42,2
SP07,G2,P21,2023-02-06,1148,77
SP06,G2,P20,2023-02-09,3122,165
SP22,G4,P08,2023-02-09,6510,362
SP17,G1,P01,2023-02-09,1421,53
SP17,G6,P10,2023-02-09,273,13
SP06,G1,P13,2023-02-09,15400,963
SP07,G3,P02,2023-02-09,11193,700
SP06,G5,P08,2023-02-09,15813,753
SP02,G3,P13,2023-02-09,4375,274
SP14,G2,P02,2023-02-09,11683,899
SP23,G5,P10,2023-02-09,9009,361
SP17,G5,P10,2023-02-09,7112,264
SP16,G5,P09,2023-02-09,882,126
SP20,G1,P19,2023-02-09,5152,644
SP08,G3,P03,2023-02-09,2947,174
SP07,G2,P13,2023-02-09,2905,146
SP10,G6,P17,2023-02-09,2548,107
SP22,G4,P07,2023-02-09,3437,157
SP02,G2,P04,2023-02-09,5740,410
SP05,G6,P13,2023-02-09,2842,168
SP01,G2,P08,2023-02-09,9863,429
SP09,G2,P08,2023-02-09,2772,164
SP10,G5,P06,2023-02-09,7833,603
SP06,G1,P15,2023-02-10,10248,684
SP09,G6,P04,2023-02-10,5677,355
SP17,G3,P09,2023-02-10,8596,1433
SP04,G3,P10,2023-02-10,6657,267
SP05,G1,P15,2023-02-10,8134,678
SP13,G4,P17,2023-02-10,3122,105
SP16,G4,P14,2023-02-10,875,55
SP14,G6,P17,2023-02-10,3199,134
SP20,G1,P09,2023-02-10,5600,700
SP23,G2,P21,2023-02-10,2646,177
SP02,G3,P08,2023-02-10,16940,706
SP24,G6,P16,2023-02-10,9191,368
SP03,G5,P20,2023-02-10,9562,456
SP06,G4,P18,2023-02-10,567,20
SP21,G2,P12,2023-02-10,5173,288
SP07,G4,P09,2023-02-10,4781,342
SP03,G1,P18,2023-02-10,6111,191
SP02,G4,P06,2023-02-10,2373,119
SP19,G1,P04,2023-02-10,17892,1278
SP05,G2,P17,2023-02-10,1729,70
SP19,G4,P02,2023-02-10,4508,282
SP14,G4,P11,2023-02-11,11641,432
SP25,G3,P07,2023-02-11,3647,131
SP05,G3,P16,2023-02-11,5670,237
SP23,G2,P05,2023-02-11,1036,58
SP22,G4,P04,2023-02-11,11067,615
SP12,G3,P17,2023-02-11,3010,131
SP04,G4,P03,2023-02-11,4753,207
SP02,G6,P04,2023-02-11,11690,616
SP11,G1,P21,2023-02-11,1428,96
SP18,G6,P19,2023-02-11,5467,547
SP01,G5,P22,2023-02-11,11018,501
SP16,G1,P15,2023-02-11,10171,1272
SP25,G2,P04,2023-02-11,4935,260
SP21,G1,P11,2023-02-11,2499,81
SP22,G3,P03,2023-02-11,2492,139
SP12,G6,P15,2023-02-11,17549,1755
SP23,G6,P18,2023-02-11,6636,256
SP23,G3,P11,2023-02-11,8904,308
SP20,G6,P09,2023-02-11,16702,1392
SP05,G3,P07,2023-02-11,1701,59
SP08,G6,P22,2023-02-11,10269,541
SP22,G6,P09,2023-02-11,4410,630
SP07,G6,P14,2023-02-12,1610,115
SP16,G3,P21,2023-02-12,14399,800
SP11,G4,P10,2023-02-12,1169,49
SP07,G6,P20,2023-02-12,13867,694
SP10,G2,P19,2023-02-12,2261,283
SP21,G1,P17,2023-02-12,2394,83
SP23,G5,P01,2023-02-12,5243,228
SP19,G4,P08,2023-02-12,4501,196
SP12,G6,P18,2023-02-13,2513,77
SP12,G3,P10,2023-02-13,2828,114
SP07,G2,P09,2023-02-13,13944,1550
SP13,G2,P16,2023-02-13,3136,112
SP06,G6,P03,2023-02-13,6587,347
SP15,G4,P10,2023-02-13,2254,87
SP09,G4,P09,2023-02-13,6356,795
SP03,G1,P06,2023-02-13,2688,168
SP24,G3,P12,2023-02-13,5719,477
SP15,G6,P14,2023-02-13,238,27
SP13,G1,P18,2023-02-13,3486,113
SP19,G1,P03,2023-02-13,4228,193
SP12,G6,P11,2023-02-16,12054,389
SP23,G5,P15,2023-02-16,777,52
SP11,G1,P03,2023-02-16,1281,81
SP19,G1,P05,2023-02-16,15043,836
SP08,G3,P01,2023-02-16,7959,319
SP20,G2,P06,2023-02-16,651,31
SP08,G2,P15,2023-02-16,14280,1190
SP08,G5,P20,2023-02-16,672,42
SP02,G1,P17,2023-02-16,420,15
SP22,G1,P08,2023-02-16,9527,397
SP11,G2,P21,2023-02-16,3262,164
SP07,G5,P09,2023-02-16,5201,401
SP09,G6,P18,2023-02-16,9905,331
SP22,G5,P21,2023-02-16,2457,176
SP08,G4,P06,2023-02-16,8890,494
SP15,G2,P06,2023-02-17,1960,109
SP17,G1,P21,2023-02-17,4487,214
SP12,G5,P15,2023-02-17,2240,249
SP21,G2,P07,2023-02-17,308,14
SP04,G5,P01,2023-02-17,1568,61
SP14,G1,P09,2023-02-18,6510,465
SP19,G6,P16,2023-02-18,5992,207
SP12,G3,P07,2023-02-18,609,24
SP18,G6,P08,2023-02-18,8141,340
SP02,G5,P14,2023-02-18,12908,1174
SP14,G4,P13,2023-02-18,266,15
SP14,G5,P21,2023-02-18,14672,816
SP09,G4,P18,2023-02-18,8540,285
SP22,G3,P04,2023-02-18,546,26
SP24,G5,P22,2023-02-18,1631,86
SP09,G1,P12,2023-02-18,203,21
SP25,G5,P13,2023-02-18,3451,165
SP16,G4,P18,2023-02-18,9303,282
SP14,G2,P21,2023-02-18,5565,293
SP18,G3,P15,2023-02-18,6083,676
SP09,G2,P06,2023-02-18,3808,293
SP25,G5,P07,2023-02-18,4634,172
SP05,G6,P02,2023-02-18,1085,68
SP18,G3,P10,2023-02-19,9506,476
SP08,G3,P08,2023-02-19,6468,270
SP08,G2,P22,2023-02-19,10766,490
SP11,G1,P11,2023-02-19,2359,91
SP23,G4,P20,2023-02-19,273,21
SP25,G5,P02,2023-02-19,7217,602
SP07,G5,P15,2023-02-19,8386,560
SP01,G4,P08,2023-02-19,13111,625
SP09,G2,P22,2023-02-19,287,16
SP18,G5,P10,2023-02-19,11795,492
SP04,G3,P12,2023-02-19,7721,483
SP25,G4,P15,2023-02-19,147,11
SP25,G5,P19,2023-02-19,2891,207
SP06,G1,P12,2023-02-19,875,49
SP01,G6,P02,2023-02-19,910,102
SP09,G2,P15,2023-02-20,1498,100
SP23,G3,P05,2023-02-20,1099,74
SP09,G3,P11,2023-02-20,805,26
SP22,G2,P03,2023-02-20,2268,152
SP02,G2,P01,2023-02-20,1568,69
SP24,G6,P14,2023-02-20,49,4
SP08,G3,P07,2023-02-20,12558,503
SP25,G5,P06,2023-02-20,2856,179
SP15,G4,P01,2023-02-20,896,32
SP12,G4,P03,2023-02-20,2709,118
SP01,G5,P15,2023-02-20,1729,217
SP24,G4,P03,2023-02-20,5215,326
SP16,G6,P20,2023-02-20,1008,56
SP09,G2,P18,2023-02-20,10661,356
SP14,G1,P12,2023-02-20,6713,560
SP08,G3,P11,2023-02-20,5320,190
SP19,G2,P04,2023-02-20,3850,193
SP23,G5,P22,2023-02-20,616,27
SP17,G2,P12,2023-02-20,3318,237
SP08,G1,P12,2023-02-20,1876,134
SP25,G4,P10,2023-02-20,10724,511
SP20,G1,P07,2023-02-20,1757,61
SP07,G5,P04,2023-02-20,11060,692
SP19,G1,P11,2023-02-20,1645,64
SP22,G6,P07,2023-02-23,952,34
SP21,G1,P22,2023-02-23,2786,155
SP14,G6,P04,2023-02-23,8659,394
SP21,G6,P09,2023-02-23,9765,698
SP25,G5,P14,2023-02-23,6314,451
SP24,G4,P15,2023-02-23,4431,296
SP25,G5,P05,2023-02-23,1918,113
SP05,G6,P21,2023-02-23,6111,322
SP18,G6,P07,2023-02-23,329,13
SP09,G2,P05,2023-02-23,6146,473
SP25,G4,P20,2023-02-23,4529,324
SP21,G1,P21,2023-02-23,3241,232
SP13,G5,P04,2023-02-24,1120,63
SP03,G5,P05,2023-02-24,770,52
SP02,G4,P11,2023-02-24,8064,279
SP13,G1,P10,2023-02-24,3780,172
SP01,G5,P04,2023-02-24,1211,58
SP04,G1,P09,2023-02-24,2338,167
SP09,G5,P16,2023-02-24,1666,54
SP10,G4,P18,2023-02-25,1057,38
SP22,G1,P05,2023-02-25,11291,706
SP18,G1,P06,2023-02-25,5103,243
SP16,G2,P15,2023-02-25,2982,213
SP06,G2,P01,2023-02-25,1274,51
SP06,G6,P14,2023-02-26,2786,164
SP05,G4,P05,2023-02-26,7609,401
SP02,G5,P03,2023-02-26,5285,265
SP06,G4,P12,2023-02-26,196,18
SP08,G5,P15,2023-02-26,945,63
SP04,G3,P16,2023-02-27,8638,376
SP03,G1,P20,2023-02-27,12446,593
SP01,G2,P21,2023-02-27,140,7
SP08,G6,P21,2023-02-27,903,43
SP24,G6,P21,2023-02-27,7742,517
SP14,G5,P17,2023-02-27,525,21
SP20,G4,P14,2023-02-27,8428,937
SP21,G5,P13,2023-02-27,784,42
SP15,G3,P05,2023-02-28,4403,294
SP18,G2,P08,2023-02-28,1022,45
SP12,G6,P20,2023-02-28,10080,720
SP21,G1,P12,2023-02-28,9212,709
SP15,G5,P12,2023-02-28,7392,740
SP16,G3,P17,2023-02-28,6174,229
SP04,G3,P11,2023-02-28,2709,105
SP04,G5,P18,2023-02-28,9303,333
SP20,G4,P17,2023-02-28,2401,101
SP10,G6,P07,2023-02-28,126,6
SP16,G6,P13,2023-02-28,2695,118
SP08,G4,P20,2023-02-28,7882,493
SP20,G5,P01,2023-02-28,13370,432
SP20,G3,P11,2023-02-28,5215,174
SP18,G2,P02,2023-02-28,12978,1082
SP25,G2,P07,2023-02-28,15813,688
SP24,G1,P21,2023-02-28,749,45
SP15,G4,P22,2023-02-28,6020,241
SP09,G2,P11,2023-02-28,2135,67
SP07,G1,P04,2023-02-28,10927,608
SP17,G5,P04,2023-02-28,2275,120
SP17,G4,P05,2023-02-28,9443,450
SP04,G5,P02,2023-02-28,11326,944
SP21,G3,P10,2023-02-28,2100,105
SP25,G6,P04,2023-03-01,1127,54
SP05,G1,P07,2023-03-01,5026,219
SP23,G6,P07,2023-03-01,4991,185
SP01,G1,P14,2023-03-01,175,12
SP14,G4,P01,2023-03-01,9968,356
SP21,G4,P20,2023-03-01,4977,277
SP20,G1,P11,2023-03-01,3423,123
SP13,G2,P01,2023-03-01,7952,319
SP06,G4,P11,2023-03-01,5859,245
SP04,G1,P02,2023-03-01,3920,262
SP03,G4,P18,2023-03-01,4774,165
SP11,G6,P07,2023-03-01,4165,139
SP23,G6,P08,2023-03-01,7518,358
SP04,G1,P22,2023-03-01,4249,237
SP08,G4,P10,2023-03-01,2492,89
SP13,G6,P10,2023-03-01,4914,176
SP22,G4,P01,2023-03-01,6132,212
SP25,G6,P09,2023-03-02,910,114
SP21,G3,P04,2023-03-02,2212,101
SP15,G5,P16,2023-03-02,5796,207
SP21,G5,P05,2023-03-02,20181,1010
SP08,G5,P12,2023-03-02,6272,571
SP21,G4,P09,2023-03-02,3171,244
SP12,G6,P13,2023-03-02,567,27
SP05,G3,P15,2023-03-02,1701,171
SP02,G5,P20,2023-03-03,11704,836
SP10,G2,P05,2023-03-03,420,25
SP18,G6,P09,2023-03-03,840,60
SP05,G3,P14,2023-03-03,9940,663
SP05,G5,P06,2023-03-03,7392,528
SP16,G6,P12,2023-03-03,434,28
SP07,G2,P02,2023-03-03,2982,187
SP13,G4,P18,2023-03-06,357,11
SP09,G3,P16,2023-03-06,12999,500
SP03,G6,P05,2023-03-06,3920,280
SP01,G1,P03,2023-03-06,6741,338
SP22,G6,P22,2023-03-06,4529,175
SP10,G2,P02,2023-03-06,4340,543
SP01,G1,P10,2023-03-07,10262,467
SP12,G4,P15,2023-03-07,5845,488
SP20,G3,P22,2023-03-07,3577,144
SP16,G2,P21,2023-03-07,5789,414
SP14,G5,P08,2023-03-08,2912,133
SP06,G5,P18,2023-03-08,182,7
SP24,G6,P15,2023-03-08,5152,573
SP21,G1,P07,2023-03-08,10206,444
SP02,G3,P07,2023-03-08,4347,189
SP16,G1,P04,2023-03-08,4935,260
SP08,G5,P13,2023-03-08,1813,96
SP10,G3,P16,2023-03-08,2289,74
SP08,G2,P14,2023-03-08,3794,422
SP13,G2,P17,2023-03-09,5278,203
SP01,G4,P16,2023-03-09,2940,95
SP11,G1,P12,2023-03-09,8120,452
SP12,G1,P20,2023-03-09,5565,279
SP18,G5,P01,2023-03-09,1526,64
SP21,G4,P16,2023-03-09,9611,418
SP22,G6,P08,2023-03-10,7518,342
SP02,G6,P13,2023-03-10,13580,591
SP04,G2,P10,2023-03-10,3976,160
SP05,G4,P14,2023-03-10,11277,664
SP01,G5,P10,2023-03-10,5068,242
SP08,G1,P09,2023-03-10,8267,689
SP17,G1,P08,2023-03-10,8862,522
SP23,G3,P07,2023-03-10,15015,653
SP06,G1,P08,2023-03-10,4438,247
SP15,G5,P08,2023-03-10,9128,508
SP22,G3,P21,2023-03-10,2709,129
SP05,G6,P01,2023-03-10,15960,639
SP16,G1,P01,2023-03-10,5439,182
SP04,G5,P08,2023-03-10,1540,74
SP18,G5,P11,2023-03-10,14728,476
SP17,G1,P11,2023-03-10,4704,157
SP19,G3,P03,2023-03-10,1540,74
SP08,G4,P17,2023-03-10,11109,428
SP13,G4,P14,2023-03-10,1638,182
SP18,G4,P06,2023-03-10,2541,128
SP07,G3,P22,2023-03-10,231,12
SP12,G1,P22,2023-03-10,11249,490
SP01,G6,P05,2023-03-10,5306,332
SP06,G3,P13,2023-03-10,2079,123
SP10,G4,P13,2023-03-10,1148,61
SP22,G3,P12,2023-03-13,322,33
SP15,G6,P16,2023-03-13,1239,42
SP08,G1,P01,2023-03-13,16681,596
SP22,G4,P05,2023-03-13,98,6
SP04,G6,P11,2023-03-13,5649,202
SP08,G2,P21,2023-03-13,2870,180
SP07,G4,P03,2023-03-13,4151,219
SP09,G5,P17,2023-03-13,3962,159
SP24,G4,P16,2023-03-13,7119,238
SP03,G2,P16,2023-03-13,1393,52
SP10,G6,P22,2023-03-13,9506,414
SP13,G3,P08,2023-03-13,8897,495
SP11,G5,P21,2023-03-13,12019,752
SP16,G5,P10,2023-03-13,12439,622
SP05,G1,P22,2023-03-13,3612,191
SP24,G2,P08,2023-03-13,2646,111
SP09,G2,P21,2023-03-13,511,35
SP06,G4,P03,2023-03-13,4207,192
SP18,G3,P12,2023-03-13,10290,606
SP10,G4,P07,2023-03-13,6069,264
SP02,G2,P07,2023-03-14,12292,410
SP07,G4,P15,2023-03-14,3794,475
SP09,G6,P07,2023-03-14,16793,700
SP11,G6,P02,2023-03-14,5327,381
SP04,G6,P20,2023-03-14,1267,61
SP19,G4,P22,2023-03-14,3514,185
SP04,G2,P03,2023-03-14,10157,535
SP07,G2,P10,2023-03-14,9555,399
SP11,G2,P04,2023-03-14,8960,427
SP18,G1,P10,2023-03-14,581,21
SP19,G2,P12,2023-03-15,735,41
SP18,G3,P18,2023-03-15,7084,284
SP16,G6,P11,2023-03-15,4438,139
SP14,G4,P12,2023-03-15,9646,603
SP14,G2,P12,2023-03-15,3759,290
SP20,G1,P06,2023-03-15,721,38
SP05,G4,P09,2023-03-15,5887,655
SP22,G1,P21,2023-03-15,7924,496
SP17,G2,P08,2023-03-15,7343,306
SP20,G4,P15,2023-03-15,994,83
SP11,G1,P16,2023-03-15,1568,66
SP07,G5,P05,2023-03-15,959,57
SP18,G6,P15,2023-03-15,5355,670
SP04,G5,P12,2023-03-15,12915,1175
SP20,G1,P05,2023-03-16,5621,352
SP23,G2,P09,2023-03-16,5089,364
SP10,G4,P21,2023-03-16,13993,737
SP19,G4,P16,2023-03-16,4242,152
SP23,G3,P09,2023-03-16,2842,406
SP04,G5,P07,2023-03-17,8862,370
SP23,G2,P13,2023-03-17,19054,794
SP10,G3,P19,2023-03-17,5551,694
SP16,G6,P05,2023-03-17,1946,93
SP16,G6,P21,2023-03-17,966,44
SP13,G6,P01,2023-03-17,2730,119
SP02,G1,P07,2023-03-17,10010,358
SP03,G3,P04,2023-03-17,4529,302
SP12,G1,P19,2023-03-17,9891,660
SP18,G3,P17,2023-03-17,2275,99
SP21,G5,P17,2023-03-20,3241,116
SP02,G6,P19,2023-03-20,917,66
SP05,G4,P08,2023-03-20,3913,245
SP24,G6,P17,2023-03-21,1792,75
SP22,G5,P20,2023-03-21,5761,339
SP22,G5,P18,2023-03-21,5327,214
SP08,G1,P13,2023-03-21,1519,95
SP20,G2,P13,2023-03-21,11326,515
SP22,G6,P04,2023-03-21,7252,427
SP21,G5,P18,2023-03-21,12929,418
SP03,G3,P09,2023-03-21,2996,428
SP10,G1,P14,2023-03-21,1239,89
SP19,G4,P04,2023-03-21,9128,481
SP13,G4,P06,2023-03-21,4137,319
SP07,G5,P22,2023-03-21,6482,260
SP11,G1,P07,2023-03-21,1393,50
SP14,G4,P08,2023-03-21,11627,727
SP03,G5,P09,2023-03-22,3080,257
SP05,G2,P19,2023-03-22,12180,812
SP19,G6,P18,2023-03-22,462,16
SP19,G6,P02,2023-03-22,1498,107
SP01,G4,P20,2023-03-23,1589,89
SP22,G3,P22,2023-03-23,2184,95
SP10,G3,P13,2023-03-23,3073,129
SP17,G1,P07,2023-03-23,16513,551
SP07,G3,P13,2023-03-23,2051,90
SP19,G1,P19,2023-03-23,11109,1111
SP05,G5,P03,2023-03-23,574,25
SP01,G3,P11,2023-03-24,7532,314
SP10,G3,P12,2023-03-24,504,51
SP22,G2,P14,2023-03-24,12642,1054
SP11,G2,P07,2023-03-24,2569,92
SP12,G3,P11,2023-03-24,476,16
SP03,G5,P13,2023-03-24,9884,430
SP04,G5,P11,2023-03-24,3731,150
SP05,G5,P17,2023-03-24,6727,293
SP19,G2,P07,2023-03-24,1869,67
SP05,G6,P16,2023-03-24,3262,142
SP23,G2,P07,2023-03-24,8057,299
SP22,G5,P22,2023-03-24,91,5
SP19,G1,P10,2023-03-24,3122,131
SP19,G5,P04,2023-03-24,5033,360
SP15,G5,P19,2023-03-24,2184,182
SP18,G3,P04,2023-03-24,721,41
SP17,G5,P15,2023-03-24,5061,390
SP18,G4,P14,2023-03-27,12152,1105
SP19,G5,P12,2023-03-27,15526,1195
SP01,G1,P11,2023-03-27,14525,581
SP18,G1,P04,2023-03-27,2485,131
SP10,G6,P01,2023-03-27,7091,245
SP02,G2,P02,2023-03-27,6846,428
SP21,G2,P17,2023-03-27,1204,49
SP24,G6,P20,2023-03-27,1883,111
SP13,G5,P21,2023-03-27,2723,144
SP14,G6,P18,2023-03-27,7196,219
SP17,G6,P04,2023-03-27,1078,49
SP16,G3,P06,2023-03-28,4998,385
SP03,G1,P19,2023-03-28,8127,581
SP25,G1,P17,2023-03-28,6006,273
SP20,G5,P16,2023-03-28,13349,431
SP09,G5,P04,2023-03-28,994,50
SP11,G4,P04,2023-03-28,6160,363
SP11,G2,P10,2023-03-28,2569,108
SP16,G5,P12,2023-03-28,3206,321
SP14,G3,P19,2023-03-29,665,52
SP17,G1,P03,2023-03-29,427,26
SP03,G2,P10,2023-03-29,5166,216
SP23,G4,P15,2023-03-29,8603,574
SP21,G5,P16,2023-03-29,1904,71
SP10,G5,P03,2023-03-29,3766,210
SP25,G1,P14,2023-03-29,1337,134
SP24,G6,P05,2023-03-29,12775,913
SP18,G3,P02,2023-03-29,7812,601
SP14,G1,P03,2023-03-29,3976,249
SP15,G5,P11,2023-03-29,13083,437
SP13,G3,P17,2023-03-29,4487,187
SP21,G6,P21,2023-03-29,5313,253
SP06,G5,P17,2023-03-29,2163,91
SP20,G4,P01,2023-03-29,4830,173
SP06,G5,P07,2023-03-29,7959,295
SP06,G2,P09,2023-03-29,4067,452
SP13,G4,P09,2023-03-29,1120,80
SP10,G5,P12,2023-03-29,10829,722
SP19,G4,P09,2023-03-29,5068,724
SP03,G4,P20,2023-03-29,9156,436
SP16,G4,P16,2023-03-30,6944,240
SP07,G4,P14,2023-03-30,2870,169
SP19,G1,P20,2023-03-30,4403,210
SP18,G5,P06,2023-03-30,4312,240
SP14,G1,P11,2023-04-01,1050,33
SP25,G5,P04,2023-04-01,1890,119
SP16,G2,P19,2023-04-01,5348,764
SP05,G5,P10,2023-04-01,11214,534
SP23,G3,P10,2023-04-01,1113,49
SP07,G4,P07,2023-04-01,2268,88
SP17,G1,P12,2023-04-01,6419,378
SP15,G2,P12,2023-04-01,7539,419
SP07,G3,P08,2023-04-01,9520,414
SP04,G6,P12,2023-04-01,6209,518
SP07,G6,P03,2023-04-01,1652,92
SP21,G3,P17,2023-04-01,6657,278
SP13,G5,P22,2023-04-01,12460,656
SP03,G3,P13,2023-04-01,9548,455
SP13,G1,P16,2023-04-01,8176,356
SP21,G2,P05,2023-04-01,7903,465
SP04,G1,P08,2023-04-01,4473,224
SP25,G2,P16,2023-04-01,4536,175
SP06,G4,P15,2023-04-04,3962,397
SP21,G6,P19,2023-04-04,21588,1440
SP01,G4,P18,2023-04-04,16394,547
SP15,G1,P07,2023-04-04,3101,115
SP14,G1,P18,2023-04-04,4039,131
SP24,G4,P22,2023-04-05,2975,124
SP18,G4,P15,2023-04-05,5320,532
SP16,G1,P13,2023-04-05,287,16
SP17,G1,P17,2023-04-05,6902,277
SP25,G3,P16,2023-04-05,5726,230
SP14,G4,P15,2023-04-05,1512,168
SP23,G2,P18,2023-04-05,5845,183
SP01,G1,P18,2023-04-05,3038,98
SP06,G4,P22,2023-04-05,1085,44
SP18,G2,P14,2023-04-05,1029,86
SP15,G2,P10,2023-04-05,10038,457
SP04,G3,P13,2023-04-05,10843,493
SP18,G5,P21,2023-04-06,3101,141
SP25,G5,P22,2023-04-06,1162,56
SP06,G6,P11,2023-04-06,3885,126
SP24,G5,P11,2023-04-06,8960,299
SP02,G1,P20,2023-04-06,6902,406
SP15,G2,P15,2023-04-06,4830,440
SP15,G2,P07,2023-04-06,1792,75
SP12,G2,P02,2023-04-06,18165,1514
SP21,G6,P05,2023-04-06,5152,322
SP03,G6,P19,2023-04-06,812,74
SP09,G6,P09,2023-04-07,1918,137
SP23,G4,P08,2023-04-07,4879,287
SP20,G6,P13,2023-04-07,4788,252
SP13,G2,P11,2023-04-07,6860,229
SP15,G2,P05,2023-04-07,6461,404
SP21,G2,P08,2023-04-07,77,5
SP16,G3,P22,2023-04-08,1358,76
SP01,G4,P10,2023-04-08,9373,361
SP16,G5,P13,2023-04-08,2968,186
SP19,G2,P01,2023-04-08,6111,266
SP15,G3,P10,2023-04-08,13251,631
SP25,G4,P14,2023-04-08,8085,674
SP01,G6,P07,2023-04-08,15022,626
SP24,G3,P03,2023-04-08,3003,131
SP10,G5,P14,2023-04-08,7602,845
SP24,G3,P18,2023-04-08,4368,151
SP07,G2,P12,2023-04-08,3577,224
SP06,G2,P19,2023-04-08,2590,200
SP05,G1,P05,2023-04-08,931,72
SP08,G2,P01,2023-04-08,8750,283
SP09,G4,P13,2023-04-08,1960,104
SP05,G4,P22,2023-04-08,7252,363
SP01,G3,P04,2023-04-08,9933,552
SP21,G2,P22,2023-04-11,7434,413
SP02,G2,P03,2023-04-11,9275,442
SP05,G3,P11,2023-04-11,1274,51
SP02,G6,P12,2023-04-11,9737,650
SP13,G4,P15,2023-04-11,2569,257
SP25,G6,P06,2023-04-11,14959,713
SP01,G2,P22,2023-04-11,8939,389
SP17,G1,P10,2023-04-11,2688,108
SP13,G4,P20,2023-04-11,3675,217
SP13,G3,P07,2023-04-11,10738,430
SP06,G3,P22,2023-04-11,812,41
SP11,G5,P03,2023-04-11,10612,590
SP10,G5,P10,2023-04-11,3822,160
SP03,G2,P03,2023-04-11,1463,67
SP08,G3,P16,2023-04-11,3262,126
SP21,G2,P19,2023-04-11,217,17
SP06,G1,P16,2023-04-11,5600,187
SP06,G5,P10,2023-04-11,1120,56
SP19,G5,P01,2023-04-11,294,11
SP22,G5,P06,2023-04-12,5663,334
SP23,G5,P16,2023-04-12,10689,428
SP19,G1,P17,2023-04-12,70,3
SP20,G4,P10,2023-04-12,9093,379
SP14,G3,P10,2023-04-12,14238,594
SP07,G5,P07,2023-04-12,2408,84
SP16,G4,P07,2023-04-12,203,8
SP02,G6,P01,2023-04-12,2359,99
SP22,G3,P10,2023-04-12,6650,247
SP22,G4,P20,2023-04-12,5845,390
SP14,G2,P01,2023-04-12,3206,124
SP23,G3,P03,2023-04-12,2632,155
SP15,G3,P06,2023-04-12,6895,406
SP10,G5,P19,2023-04-12,140,20
SP18,G6,P17,2023-04-13,2107,82
SP01,G3,P20,2023-04-13,10136,676
SP15,G4,P02,2023-04-13,15722,1966
SP08,G3,P17,2023-04-13,1323,49
SP15,G2,P02,2023-04-13,4767,398
SP22,G1,P09,2023-04-13,20825,2314
SP25,G6,P12,2023-04-13,4627,331
SP12,G4,P18,2023-04-14,4095,158
SP19,G4,P12,2023-04-14,8365,761
SP08,G3,P22,2023-04-14,4193,210
SP05,G5,P18,2023-04-14,5754,206
SP01,G6,P19,2023-04-14,9093,827
SP12,G2,P16,2023-04-14,3675,154
SP03,G4,P08,2023-04-15,2555,135
SP22,G2,P19,2023-04-15,1071,134
SP21,G2,P16,2023-04-15,3612,145
SP14,G2,P15,2023-04-15,1540,97
SP01,G6,P11,2023-04-15,6790,262
SP23,G4,P07,2023-04-18,9863,353
SP20,G5,P20,2023-04-18,1106,74
SP01,G5,P17,2023-04-18,3129,105
SP14,G5,P13,2023-04-18,7077,373
SP05,G5,P02,2023-04-18,392,27
SP07,G1,P18,2023-04-18,7952,319
SP02,G6,P22,2023-04-18,10703,487
SP10,G1,P21,2023-04-18,9660,440
SP11,G1,P20,2023-04-18,3808,293
SP18,G2,P12,2023-04-18,4060,313
SP01,G4,P21,2023-04-18,12236,816
SP16,G6,P07,2023-04-19,959,44
SP14,G6,P02,2023-04-19,2114,193
SP04,G3,P17,2023-04-19,1743,61
SP19,G6,P09,2023-04-19,9044,823
SP12,G5,P19,2023-04-19,9506,951
SP24,G5,P13,2023-04-19,6608,276
SP22,G2,P04,2023-04-19,1799,90
SP18,G5,P12,2023-04-19,5425,453
SP01,G4,P09,2023-04-19,5292,441
SP10,G6,P14,2023-04-19,2352,168
SP24,G5,P18,2023-04-19,5236,202
SP17,G6,P16,2023-04-19,4354,146
SP17,G2,P06,2023-04-19,7133,376
SP23,G1,P19,2023-04-19,3066,256
SP22,G3,P11,2023-04-19,15932,498
SP02,G4,P03,2023-04-19,3836,214
SP06,G1,P04,2023-04-19,2149,127
SP06,G2,P18,2023-04-19,1043,42
SP09,G3,P17,2023-04-19,3087,119
SP07,G6,P05,2023-04-19,994,53
SP05,G5,P21,2023-04-19,7819,489
SP08,G2,P10,2023-04-19,5222,194
SP05,G4,P15,2023-04-19,11102,694
SP23,G1,P20,2023-04-19,574,29
SP14,G5,P06,2023-04-19,19824,1167
SP25,G3,P03,2023-04-19,343,17
SP02,G2,P19,2023-04-20,7637,1091
